Enabling Source,Enabling Component,Enabling Component Description,Dependent Component,Dependent Component Description,Dependent Source,Linkage mandated by what US Code or OMB policy?,Enabling Source URL,Dependent Source URL,Enabling Source Agency,Dependent Source Agency,,,,,,,,,,,,,,,,,
APHIS Strategic Plan Framework 2022-2026,N/A,TBD - not in document,"USDA 2022 6.1: Foster a Culture of Civil Rights, Diversity, Equity, Inclusion, Accessibility, Transparency, and Accountability","USDA is committed to the values of equity and inclusion, rooted in justice and equal opportunity for our employees and those we serve. Under the leadership of the Biden-Harris Administration, the Department is taking bold, historic action to root out generations of systemic racism, deeply integrate equity into decision making and policymaking, and build equitable systems and programming for all Americans. USDA is standing up an independent Equity Commission to examine USDA programs and services and make recommendations as to how the Department can advance equity by reducing barriers to access for historically undeserved communities. The Department also launched its inaugural Racial Justice and Equity Internal Working Group to review internal systems and processes and identify inequities, challenges, and opportunities for improvement.",USDA Strategic Plan 2022-2026,Agency,https://www.regulations.gov/document/APHIS-2022-0035-0001,https://www.regulations.gov/document/APHIS-2022-0035-0001,USDA,USDA,,,,,,,,,,,,,,,,,
ARS Directives,TBD,None found,,,,,https://www.ars.usda.gov/,,USDA,,,,,,,,,,,,,,,,,,
EEOC Directives,"EEO MD-715, Federal responsibilities under Section 717 of Title VII and Section 501 of the Rehabilitation Act",This Directive provides policy guidance and standards for establishing and maintaining effective affirmative programs of equal employment opportunity under Section 717 of Title VII (PART A) and effective affirmative action programs under Section 501 of the Rehabilitation Act (PART B). The Directive also sets forth general reporting requirements (PART C). Additional guidance and instructions for implementing the policies set forth herein will be issued separately.,5 USC § 901 et seq.,5 USC § 901 et seq.,5 USC,,https://www.eeoc.gov/federal-sector/management-directive/section-717-title-vii,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title5-front&num=0&edition=prelim,EEOC,GPO,,,,,,,,,,,,,,,,,
EEOC Directives,"EEO MD-715, Federal responsibilities under Section 717 of Title VII and Section 501 of the Rehabilitation Act",This Directive provides policy guidance and standards for establishing and maintaining effective affirmative programs of equal employment opportunity under Section 717 of Title VII (PART A) and effective affirmative action programs under Section 501 of the Rehabilitation Act (PART B). The Directive also sets forth general reporting requirements (PART C). Additional guidance and instructions for implementing the policies set forth herein will be issued separately.,5 USC 7702 ,Actions Involving Discrimination,5 USC,,https://www.eeoc.gov/federal-sector/management-directive/section-717-title-vii,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title5-front&num=0&edition=prelim,EEOC,GPO,,,,,,,,,,,,,,,,,
EEOC Directives,"EEO MD-715, Federal responsibilities under Section 717 of Title VII and Section 501 of the Rehabilitation Act",This Directive provides policy guidance and standards for establishing and maintaining effective affirmative programs of equal employment opportunity under Section 717 of Title VII (PART A) and effective affirmative action programs under Section 501 of the Rehabilitation Act (PART B). The Directive also sets forth general reporting requirements (PART C). Additional guidance and instructions for implementing the policies set forth herein will be issued separately.,EO 11748 - Federal Energy Office,"Executive Order 11748, Federal Energy Office",EO 11748 - Federal Energy Office,,https://www.eeoc.gov/federal-sector/management-directive/section-717-title-vii,https://www.presidency.ucsb.edu/documents/executive-order-11748-federal-energy-office,EEOC,EOP,,,,,,,,,,,,,,,,,
EEOC Directives,"EEO MD-715, Federal responsibilities under Section 717 of Title VII and Section 501 of the Rehabilitation Act",This Directive provides policy guidance and standards for establishing and maintaining effective affirmative programs of equal employment opportunity under Section 717 of Title VII (PART A) and effective affirmative action programs under Section 501 of the Rehabilitation Act (PART B). The Directive also sets forth general reporting requirements (PART C). Additional guidance and instructions for implementing the policies set forth herein will be issued separately.,42 USC § 2000e-16,42 USC § 2000e-16,42 USC,,https://www.eeoc.gov/federal-sector/management-directive/section-717-title-vii,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title42-front&num=0&edition=prelim,EEOC,GPO,,,,,,,,,,,,,,,,,
ERS Directives,TBD,"Focus on data standards, esp. OMB statistical data standards",,,,,https://www.ers.usda.gov/about-ers/policies-and-standards/,,USDA,,,,,,,,,,,,,,,,,,
FAS Directives,TBD,"See for FSA, FAS, and RMA",,,,,https://www.fsa.usda.gov/programs-and-services/laws-and-regulations/notices/index,,USDA,,,,,,,,,,,,,,,,,,
FGIS Directives,"FGIS 1020.2, Listing of Agricultural and Food Commodities Assigned to FGIS",,,,,,https://www.ams.usda.gov/sites/default/files/media/FGIS1020_2.pdf,,USDA,,,,,,,,,,,,,,,,,,
FGIS Directives,"FGIS 3010.2, Policies, Procedures, and Guidance Issuance ",,,,,IVN,https://www.ams.usda.gov/sites/default/files/media/FGIS3010_2.pdf,,USDA,,,,,,,,,,,,,,,,,,
FGIS Directives,"FGIS 4335.2, Grading Proficiency Required for Promotion to GS-9 ",,,,,,https://www.ams.usda.gov/sites/default/files/media/fgis4335_2.pdf,,USDA,,,,,,,,,,,,,,,,,,
FGIS Directives,"FGIS 4335.3, Proficiency Evaluation for Grain Under the USGSA and Rice Under the AMA",,,,,,https://www.ams.usda.gov/sites/default/files/media/fgis4335_3.pdf,,USDA,,,,,,,,,,,,,,,,,,
FGIS Directives,"FGIS 4610.2, Rotation of Personnel",,,,,,https://www.ams.usda.gov/sites/default/files/media/FGIS4610_2.pdf,,USDA,,,,,,,,,,,,,,,,,,
FGIS Directives,"FGIS 4735.2, Uniform and Identity Apparel and Dress Code Policy",,,,,,https://www.ams.usda.gov/sites/default/files/media/FGIS4735_2.pdf,,USDA,,,,,,,,,,,,,,,,,,
FGIS Directives,"FGIS 5130.2, Disposal of Excess Agricultural Commodities",,,,,,https://www.ams.usda.gov/sites/default/files/media/fgis5130_2.pdf,,USDA,,,,,,,,,,,,,,,,,,
FGIS Directives,"FGIS 9000.1, Performance Appraisal System, Field Performance Elements and Standards",,,,,,https://www.ams.usda.gov/sites/default/files/media/FGIS9000_1.pdf,,USDA,,,,,,,,,,,,,,,,,,
FGIS Directives,"FGIS 9000.5, Remote Issuance of Official Certificates",,,,,,https://www.ams.usda.gov/sites/default/files/media/FGIS9000_5.pdf,,USDA,,,,,,,,,,,,,,,,,,
FGIS Directives,"FGIS 9010.1, Resolving Customer Concerns",,,,,,https://www.ams.usda.gov/sites/default/files/media/FGIS9010_1.pdf,,USDA,,,,,,,,,,,,,,,,,,
FGIS Directives,"FGIS 9020.1, Exemptions and Waivers of Official Inspection and Class X Weighing Requirements",,,,,,https://www.ams.usda.gov/sites/default/files/media/FGIS9020_1.pdf,,USDA,,,,,,,,,,,,,,,,,,
FGIS Directives,"FGIS 9060.2, Implementation of the FGIS-FDA Memorandum of Understanding",,,,,,https://www.ams.usda.gov/sites/default/files/media/FGIS9060_2.pdf,,USDA,,,,,,,,,,,,,,,,,,
FGIS Directives,"FGIS 9070.3, Conflicts of Interest",,,,,,https://www.ams.usda.gov/sites/default/files/media/FGIS9070_3.pdf,,USDA,,,,,,,,,,,,,,,,,,
FGIS Directives,"FGIS 9070.5, Grain Handling Practices",,,,,,https://www.ams.usda.gov/sites/default/files/media/FGIS9070_5.pdf,,USDA,,,,,,,,,,,,,,,,,,
FGIS Directives,"FGIS 9070.6, Reporting Violations of the U.S. Grain Standards Act & The Agricultural Marketing Act of 1946",,,,,,https://www.ams.usda.gov/sites/default/files/media/FGIS9070_6.pdf,,USDA,,,,,,,,,,,,,,,,,,
FGIS Directives,"FGIS 9100.1, Foreign Quality and Weight Complaints",,,,,,https://www.ams.usda.gov/sites/default/files/media/FGIS9100_1.pdf,,USDA,,,,,,,,,,,,,,,,,,
FGIS Directives,"FGIS 9100.2, Preinspection Plant Visits",,,,,,https://www.ams.usda.gov/sites/default/files/media/FGIS9100_2.pdf,,USDA,,,,,,,,,,,,,,,,,,
