external_id,question_1,positive_effectiveness,positive_ease,positive_efficiency,positive_transparency,positive_humanity,positive_employee,positive_other,negative_effectiveness,negative_ease,negative_efficiency,negative_transparency,negative_humanity,negative_employee,negative_other,question_4
377,Data 377-1,Data 377-2,Data 377-3,Data 377-4,Data 377-5,Data 377-6,Data 377-7,Data 377-8,Data 377-9,Data 377-10,Data 377-11,Data 377-12,Data 377-12,Data 377-12,Data 377-12,Data 377-12
378,Data 378-1,Data 378-2,Data 378-3,Data 378-4,Data 378-5,Data 378-6,Data 378-7,Data 378-8,Data 378-9,Data 378-10,Data 378-11,Data 378-12,Data 378-12,Data 378-12,Data 378-12,Data 378-12
379,Data 379-1,Data 379-2,Data 379-3,Data 379-4,Data 379-5,Data 379-6,Data 379-7,Data 379-8,Data 379-9,Data 379-10,Data 379-11,Data 379-12,Data 379-12,Data 379-12,Data 379-12,Data 379-12
380,Data 380-1,Data 380-2,Data 380-3,Data 380-4,Data 380-5,Data 380-6,Data 380-7,Data 380-8,Data 380-9,Data 380-10,Data 380-11,Data 380-12,Data 380-12,Data 380-12,Data 380-12,Data 380-12
381,Data 381-1,Data 381-2,Data 381-3,Data 381-4,Data 381-5,Data 381-6,Data 381-7,Data 381-8,Data 381-9,Data 381-10,Data 381-11,Data 381-12,Data 381-12,Data 381-12,Data 381-12,Data 381-12
382,Data 382-1,Data 382-2,Data 382-3,Data 382-4,Data 382-5,Data 382-6,Data 382-7,Data 382-8,Data 382-9,Data 382-10,Data 382-11,Data 382-12,Data 382-12,Data 382-12,Data 382-12,Data 382-12
383,Data 383-1,Data 383-2,Data 383-3,Data 383-4,Data 383-5,Data 383-6,Data 383-7,Data 383-8,Data 383-9,Data 383-10,Data 383-11,Data 383-12,Data 383-12,Data 383-12,Data 383-12,Data 383-12
384,Data 384-1,Data 384-2,Data 384-3,Data 384-4,Data 384-5,Data 384-6,Data 384-7,Data 384-8,Data 384-9,Data 384-10,Data 384-11,Data 384-12,Data 384-12,Data 384-12,Data 384-12,Data 384-12
385,Data 385-1,Data 385-2,Data 385-3,Data 385-4,Data 385-5,Data 385-6,Data 385-7,Data 385-8,Data 385-9,Data 385-10,Data 385-11,Data 385-12,Data 385-12,Data 385-12,Data 385-12,Data 385-12
386,Data 386-1,Data 386-2,Data 386-3,Data 386-4,Data 386-5,Data 386-6,Data 386-7,Data 386-8,Data 386-9,Data 386-10,Data 386-11,Data 386-12,Data 386-12,Data 386-12,Data 386-12,Data 386-12
387,Data 387-1,Data 387-2,Data 387-3,Data 387-4,Data 387-5,Data 387-6,Data 387-7,Data 387-8,Data 387-9,Data 387-10,Data 387-11,Data 387-12,Data 387-12,Data 387-12,Data 387-12,Data 387-12
388,Data 388-1,Data 388-2,Data 388-3,Data 388-4,Data 388-5,Data 388-6,Data 388-7,Data 388-8,Data 388-9,Data 388-10,Data 388-11,Data 388-12,Data 388-12,Data 388-12,Data 388-12,Data 388-12
389,Data 389-1,Data 389-2,Data 389-3,Data 389-4,Data 389-5,Data 389-6,Data 389-7,Data 389-8,Data 389-9,Data 389-10,Data 389-11,Data 389-12,Data 389-12,Data 389-12,Data 389-12,Data 389-12
390,Data 390-1,Data 390-2,Data 390-3,Data 390-4,Data 390-5,Data 390-6,Data 390-7,Data 390-8,Data 390-9,Data 390-10,Data 390-11,Data 390-12,Data 390-12,Data 390-12,Data 390-12,Data 390-12
391,Data 391-1,Data 391-2,Data 391-3,Data 391-4,Data 391-5,Data 391-6,Data 391-7,Data 391-8,Data 391-9,Data 391-10,Data 391-11,Data 391-12,Data 391-12,Data 391-12,Data 391-12,Data 391-12
392,Data 392-1,Data 392-2,Data 392-3,Data 392-4,Data 392-5,Data 392-6,Data 392-7,Data 392-8,Data 392-9,Data 392-10,Data 392-11,Data 392-12,Data 392-12,Data 392-12,Data 392-12,Data 392-12
393,Data 393-1,Data 393-2,Data 393-3,Data 393-4,Data 393-5,Data 393-6,Data 393-7,Data 393-8,Data 393-9,Data 393-10,Data 393-11,Data 393-12,Data 393-12,Data 393-12,Data 393-12,Data 393-12
394,Data 394-1,Data 394-2,Data 394-3,Data 394-4,Data 394-5,Data 394-6,Data 394-7,Data 394-8,Data 394-9,Data 394-10,Data 394-11,Data 394-12,Data 394-12,Data 394-12,Data 394-12,Data 394-12
395,Data 395-1,Data 395-2,Data 395-3,Data 395-4,Data 395-5,Data 395-6,Data 395-7,Data 395-8,Data 395-9,Data 395-10,Data 395-11,Data 395-12,Data 395-12,Data 395-12,Data 395-12,Data 395-12
396,Data 396-1,Data 396-2,Data 396-3,Data 396-4,Data 396-5,Data 396-6,Data 396-7,Data 396-8,Data 396-9,Data 396-10,Data 396-11,Data 396-12,Data 396-12,Data 396-12,Data 396-12,Data 396-12
397,Data 397-1,Data 397-2,Data 397-3,Data 397-4,Data 397-5,Data 397-6,Data 397-7,Data 397-8,Data 397-9,Data 397-10,Data 397-11,Data 397-12,Data 397-12,Data 397-12,Data 397-12,Data 397-12
398,Data 398-1,Data 398-2,Data 398-3,Data 398-4,Data 398-5,Data 398-6,Data 398-7,Data 398-8,Data 398-9,Data 398-10,Data 398-11,Data 398-12,Data 398-12,Data 398-12,Data 398-12,Data 398-12
399,Data 399-1,Data 399-2,Data 399-3,Data 399-4,Data 399-5,Data 399-6,Data 399-7,Data 399-8,Data 399-9,Data 399-10,Data 399-11,Data 399-12,Data 399-12,Data 399-12,Data 399-12,Data 399-12
400,Data 400-1,Data 400-2,Data 400-3,Data 400-4,Data 400-5,Data 400-6,Data 400-7,Data 400-8,Data 400-9,Data 400-10,Data 400-11,Data 400-12,Data 400-12,Data 400-12,Data 400-12,Data 400-12
401,Data 401-1,Data 401-2,Data 401-3,Data 401-4,Data 401-5,Data 401-6,Data 401-7,Data 401-8,Data 401-9,Data 401-10,Data 401-11,Data 401-12,Data 401-12,Data 401-12,Data 401-12,Data 401-12
402,Data 402-1,Data 402-2,Data 402-3,Data 402-4,Data 402-5,Data 402-6,Data 402-7,Data 402-8,Data 402-9,Data 402-10,Data 402-11,Data 402-12,Data 402-12,Data 402-12,Data 402-12,Data 402-12
403,Data 403-1,Data 403-2,Data 403-3,Data 403-4,Data 403-5,Data 403-6,Data 403-7,Data 403-8,Data 403-9,Data 403-10,Data 403-11,Data 403-12,Data 403-12,Data 403-12,Data 403-12,Data 403-12
404,Data 404-1,Data 404-2,Data 404-3,Data 404-4,Data 404-5,Data 404-6,Data 404-7,Data 404-8,Data 404-9,Data 404-10,Data 404-11,Data 404-12,Data 404-12,Data 404-12,Data 404-12,Data 404-12
405,Data 405-1,Data 405-2,Data 405-3,Data 405-4,Data 405-5,Data 405-6,Data 405-7,Data 405-8,Data 405-9,Data 405-10,Data 405-11,Data 405-12,Data 405-12,Data 405-12,Data 405-12,Data 405-12
406,Data 406-1,Data 406-2,Data 406-3,Data 406-4,Data 406-5,Data 406-6,Data 406-7,Data 406-8,Data 406-9,Data 406-10,Data 406-11,Data 406-12,Data 406-12,Data 406-12,Data 406-12,Data 406-12
407,Data 407-1,Data 407-2,Data 407-3,Data 407-4,Data 407-5,Data 407-6,Data 407-7,Data 407-8,Data 407-9,Data 407-10,Data 407-11,Data 407-12,Data 407-12,Data 407-12,Data 407-12,Data 407-12
408,Data 408-1,Data 408-2,Data 408-3,Data 408-4,Data 408-5,Data 408-6,Data 408-7,Data 408-8,Data 408-9,Data 408-10,Data 408-11,Data 408-12,Data 408-12,Data 408-12,Data 408-12,Data 408-12
409,Data 409-1,Data 409-2,Data 409-3,Data 409-4,Data 409-5,Data 409-6,Data 409-7,Data 409-8,Data 409-9,Data 409-10,Data 409-11,Data 409-12,Data 409-12,Data 409-12,Data 409-12,Data 409-12
410,Data 410-1,Data 410-2,Data 410-3,Data 410-4,Data 410-5,Data 410-6,Data 410-7,Data 410-8,Data 410-9,Data 410-10,Data 410-11,Data 410-12,Data 410-12,Data 410-12,Data 410-12,Data 410-12
411,Data 411-1,Data 411-2,Data 411-3,Data 411-4,Data 411-5,Data 411-6,Data 411-7,Data 411-8,Data 411-9,Data 411-10,Data 411-11,Data 411-12,Data 411-12,Data 411-12,Data 411-12,Data 411-12
412,Data 412-1,Data 412-2,Data 412-3,Data 412-4,Data 412-5,Data 412-6,Data 412-7,Data 412-8,Data 412-9,Data 412-10,Data 412-11,Data 412-12,Data 412-12,Data 412-12,Data 412-12,Data 412-12
413,Data 413-1,Data 413-2,Data 413-3,Data 413-4,Data 413-5,Data 413-6,Data 413-7,Data 413-8,Data 413-9,Data 413-10,Data 413-11,Data 413-12,Data 413-12,Data 413-12,Data 413-12,Data 413-12
414,Data 414-1,Data 414-2,Data 414-3,Data 414-4,Data 414-5,Data 414-6,Data 414-7,Data 414-8,Data 414-9,Data 414-10,Data 414-11,Data 414-12,Data 414-12,Data 414-12,Data 414-12,Data 414-12
415,Data 415-1,Data 415-2,Data 415-3,Data 415-4,Data 415-5,Data 415-6,Data 415-7,Data 415-8,Data 415-9,Data 415-10,Data 415-11,Data 415-12,Data 415-12,Data 415-12,Data 415-12,Data 415-12
416,Data 416-1,Data 416-2,Data 416-3,Data 416-4,Data 416-5,Data 416-6,Data 416-7,Data 416-8,Data 416-9,Data 416-10,Data 416-11,Data 416-12,Data 416-12,Data 416-12,Data 416-12,Data 416-12
417,Data 417-1,Data 417-2,Data 417-3,Data 417-4,Data 417-5,Data 417-6,Data 417-7,Data 417-8,Data 417-9,Data 417-10,Data 417-11,Data 417-12,Data 417-12,Data 417-12,Data 417-12,Data 417-12
418,Data 418-1,Data 418-2,Data 418-3,Data 418-4,Data 418-5,Data 418-6,Data 418-7,Data 418-8,Data 418-9,Data 418-10,Data 418-11,Data 418-12,Data 418-12,Data 418-12,Data 418-12,Data 418-12
419,Data 419-1,Data 419-2,Data 419-3,Data 419-4,Data 419-5,Data 419-6,Data 419-7,Data 419-8,Data 419-9,Data 419-10,Data 419-11,Data 419-12,Data 419-12,Data 419-12,Data 419-12,Data 419-12
420,Data 420-1,Data 420-2,Data 420-3,Data 420-4,Data 420-5,Data 420-6,Data 420-7,Data 420-8,Data 420-9,Data 420-10,Data 420-11,Data 420-12,Data 420-12,Data 420-12,Data 420-12,Data 420-12
421,Data 421-1,Data 421-2,Data 421-3,Data 421-4,Data 421-5,Data 421-6,Data 421-7,Data 421-8,Data 421-9,Data 421-10,Data 421-11,Data 421-12,Data 421-12,Data 421-12,Data 421-12,Data 421-12
422,Data 422-1,Data 422-2,Data 422-3,Data 422-4,Data 422-5,Data 422-6,Data 422-7,Data 422-8,Data 422-9,Data 422-10,Data 422-11,Data 422-12,Data 422-12,Data 422-12,Data 422-12,Data 422-12
423,Data 423-1,Data 423-2,Data 423-3,Data 423-4,Data 423-5,Data 423-6,Data 423-7,Data 423-8,Data 423-9,Data 423-10,Data 423-11,Data 423-12,Data 423-12,Data 423-12,Data 423-12,Data 423-12
424,Data 424-1,Data 424-2,Data 424-3,Data 424-4,Data 424-5,Data 424-6,Data 424-7,Data 424-8,Data 424-9,Data 424-10,Data 424-11,Data 424-12,Data 424-12,Data 424-12,Data 424-12,Data 424-12
425,Data 425-1,Data 425-2,Data 425-3,Data 425-4,Data 425-5,Data 425-6,Data 425-7,Data 425-8,Data 425-9,Data 425-10,Data 425-11,Data 425-12,Data 425-12,Data 425-12,Data 425-12,Data 425-12
426,Data 426-1,Data 426-2,Data 426-3,Data 426-4,Data 426-5,Data 426-6,Data 426-7,Data 426-8,Data 426-9,Data 426-10,Data 426-11,Data 426-12,Data 426-12,Data 426-12,Data 426-12,Data 426-12
427,Data 427-1,Data 427-2,Data 427-3,Data 427-4,Data 427-5,Data 427-6,Data 427-7,Data 427-8,Data 427-9,Data 427-10,Data 427-11,Data 427-12,Data 427-12,Data 427-12,Data 427-12,Data 427-12
428,Data 428-1,Data 428-2,Data 428-3,Data 428-4,Data 428-5,Data 428-6,Data 428-7,Data 428-8,Data 428-9,Data 428-10,Data 428-11,Data 428-12,Data 428-12,Data 428-12,Data 428-12,Data 428-12
429,Data 429-1,Data 429-2,Data 429-3,Data 429-4,Data 429-5,Data 429-6,Data 429-7,Data 429-8,Data 429-9,Data 429-10,Data 429-11,Data 429-12,Data 429-12,Data 429-12,Data 429-12,Data 429-12
430,Data 430-1,Data 430-2,Data 430-3,Data 430-4,Data 430-5,Data 430-6,Data 430-7,Data 430-8,Data 430-9,Data 430-10,Data 430-11,Data 430-12,Data 430-12,Data 430-12,Data 430-12,Data 430-12
431,Data 431-1,Data 431-2,Data 431-3,Data 431-4,Data 431-5,Data 431-6,Data 431-7,Data 431-8,Data 431-9,Data 431-10,Data 431-11,Data 431-12,Data 431-12,Data 431-12,Data 431-12,Data 431-12
432,Data 432-1,Data 432-2,Data 432-3,Data 432-4,Data 432-5,Data 432-6,Data 432-7,Data 432-8,Data 432-9,Data 432-10,Data 432-11,Data 432-12,Data 432-12,Data 432-12,Data 432-12,Data 432-12
433,Data 433-1,Data 433-2,Data 433-3,Data 433-4,Data 433-5,Data 433-6,Data 433-7,Data 433-8,Data 433-9,Data 433-10,Data 433-11,Data 433-12,Data 433-12,Data 433-12,Data 433-12,Data 433-12
434,Data 434-1,Data 434-2,Data 434-3,Data 434-4,Data 434-5,Data 434-6,Data 434-7,Data 434-8,Data 434-9,Data 434-10,Data 434-11,Data 434-12,Data 434-12,Data 434-12,Data 434-12,Data 434-12
435,Data 435-1,Data 435-2,Data 435-3,Data 435-4,Data 435-5,Data 435-6,Data 435-7,Data 435-8,Data 435-9,Data 435-10,Data 435-11,Data 435-12,Data 435-12,Data 435-12,Data 435-12,Data 435-12
436,Data 436-1,Data 436-2,Data 436-3,Data 436-4,Data 436-5,Data 436-6,Data 436-7,Data 436-8,Data 436-9,Data 436-10,Data 436-11,Data 436-12,Data 436-12,Data 436-12,Data 436-12,Data 436-12
437,Data 437-1,Data 437-2,Data 437-3,Data 437-4,Data 437-5,Data 437-6,Data 437-7,Data 437-8,Data 437-9,Data 437-10,Data 437-11,Data 437-12,Data 437-12,Data 437-12,Data 437-12,Data 437-12
438,Data 438-1,Data 438-2,Data 438-3,Data 438-4,Data 438-5,Data 438-6,Data 438-7,Data 438-8,Data 438-9,Data 438-10,Data 438-11,Data 438-12,Data 438-12,Data 438-12,Data 438-12,Data 438-12
439,Data 439-1,Data 439-2,Data 439-3,Data 439-4,Data 439-5,Data 439-6,Data 439-7,Data 439-8,Data 439-9,Data 439-10,Data 439-11,Data 439-12,Data 439-12,Data 439-12,Data 439-12,Data 439-12
440,Data 440-1,Data 440-2,Data 440-3,Data 440-4,Data 440-5,Data 440-6,Data 440-7,Data 440-8,Data 440-9,Data 440-10,Data 440-11,Data 440-12,Data 440-12,Data 440-12,Data 440-12,Data 440-12
441,Data 441-1,Data 441-2,Data 441-3,Data 441-4,Data 441-5,Data 441-6,Data 441-7,Data 441-8,Data 441-9,Data 441-10,Data 441-11,Data 441-12,Data 441-12,Data 441-12,Data 441-12,Data 441-12
442,Data 442-1,Data 442-2,Data 442-3,Data 442-4,Data 442-5,Data 442-6,Data 442-7,Data 442-8,Data 442-9,Data 442-10,Data 442-11,Data 442-12,Data 442-12,Data 442-12,Data 442-12,Data 442-12
443,Data 443-1,Data 443-2,Data 443-3,Data 443-4,Data 443-5,Data 443-6,Data 443-7,Data 443-8,Data 443-9,Data 443-10,Data 443-11,Data 443-12,Data 443-12,Data 443-12,Data 443-12,Data 443-12
444,Data 444-1,Data 444-2,Data 444-3,Data 444-4,Data 444-5,Data 444-6,Data 444-7,Data 444-8,Data 444-9,Data 444-10,Data 444-11,Data 444-12,Data 444-12,Data 444-12,Data 444-12,Data 444-12
445,Data 445-1,Data 445-2,Data 445-3,Data 445-4,Data 445-5,Data 445-6,Data 445-7,Data 445-8,Data 445-9,Data 445-10,Data 445-11,Data 445-12,Data 445-12,Data 445-12,Data 445-12,Data 445-12
446,Data 446-1,Data 446-2,Data 446-3,Data 446-4,Data 446-5,Data 446-6,Data 446-7,Data 446-8,Data 446-9,Data 446-10,Data 446-11,Data 446-12,Data 446-12,Data 446-12,Data 446-12,Data 446-12
447,Data 447-1,Data 447-2,Data 447-3,Data 447-4,Data 447-5,Data 447-6,Data 447-7,Data 447-8,Data 447-9,Data 447-10,Data 447-11,Data 447-12,Data 447-12,Data 447-12,Data 447-12,Data 447-12
448,Data 448-1,Data 448-2,Data 448-3,Data 448-4,Data 448-5,Data 448-6,Data 448-7,Data 448-8,Data 448-9,Data 448-10,Data 448-11,Data 448-12,Data 448-12,Data 448-12,Data 448-12,Data 448-12
449,Data 449-1,Data 449-2,Data 449-3,Data 449-4,Data 449-5,Data 449-6,Data 449-7,Data 449-8,Data 449-9,Data 449-10,Data 449-11,Data 449-12,Data 449-12,Data 449-12,Data 449-12,Data 449-12
450,Data 450-1,Data 450-2,Data 450-3,Data 450-4,Data 450-5,Data 450-6,Data 450-7,Data 450-8,Data 450-9,Data 450-10,Data 450-11,Data 450-12,Data 450-12,Data 450-12,Data 450-12,Data 450-12
451,Data 451-1,Data 451-2,Data 451-3,Data 451-4,Data 451-5,Data 451-6,Data 451-7,Data 451-8,Data 451-9,Data 451-10,Data 451-11,Data 451-12,Data 451-12,Data 451-12,Data 451-12,Data 451-12
452,Data 452-1,Data 452-2,Data 452-3,Data 452-4,Data 452-5,Data 452-6,Data 452-7,Data 452-8,Data 452-9,Data 452-10,Data 452-11,Data 452-12,Data 452-12,Data 452-12,Data 452-12,Data 452-12
453,Data 453-1,Data 453-2,Data 453-3,Data 453-4,Data 453-5,Data 453-6,Data 453-7,Data 453-8,Data 453-9,Data 453-10,Data 453-11,Data 453-12,Data 453-12,Data 453-12,Data 453-12,Data 453-12
454,Data 454-1,Data 454-2,Data 454-3,Data 454-4,Data 454-5,Data 454-6,Data 454-7,Data 454-8,Data 454-9,Data 454-10,Data 454-11,Data 454-12,Data 454-12,Data 454-12,Data 454-12,Data 454-12
455,Data 455-1,Data 455-2,Data 455-3,Data 455-4,Data 455-5,Data 455-6,Data 455-7,Data 455-8,Data 455-9,Data 455-10,Data 455-11,Data 455-12,Data 455-12,Data 455-12,Data 455-12,Data 455-12
456,Data 456-1,Data 456-2,Data 456-3,Data 456-4,Data 456-5,Data 456-6,Data 456-7,Data 456-8,Data 456-9,Data 456-10,Data 456-11,Data 456-12,Data 456-12,Data 456-12,Data 456-12,Data 456-12
457,Data 457-1,Data 457-2,Data 457-3,Data 457-4,Data 457-5,Data 457-6,Data 457-7,Data 457-8,Data 457-9,Data 457-10,Data 457-11,Data 457-12,Data 457-12,Data 457-12,Data 457-12,Data 457-12
458,Data 458-1,Data 458-2,Data 458-3,Data 458-4,Data 458-5,Data 458-6,Data 458-7,Data 458-8,Data 458-9,Data 458-10,Data 458-11,Data 458-12,Data 458-12,Data 458-12,Data 458-12,Data 458-12
459,Data 459-1,Data 459-2,Data 459-3,Data 459-4,Data 459-5,Data 459-6,Data 459-7,Data 459-8,Data 459-9,Data 459-10,Data 459-11,Data 459-12,Data 459-12,Data 459-12,Data 459-12,Data 459-12
460,Data 460-1,Data 460-2,Data 460-3,Data 460-4,Data 460-5,Data 460-6,Data 460-7,Data 460-8,Data 460-9,Data 460-10,Data 460-11,Data 460-12,Data 460-12,Data 460-12,Data 460-12,Data 460-12
461,Data 461-1,Data 461-2,Data 461-3,Data 461-4,Data 461-5,Data 461-6,Data 461-7,Data 461-8,Data 461-9,Data 461-10,Data 461-11,Data 461-12,Data 461-12,Data 461-12,Data 461-12,Data 461-12
462,Data 462-1,Data 462-2,Data 462-3,Data 462-4,Data 462-5,Data 462-6,Data 462-7,Data 462-8,Data 462-9,Data 462-10,Data 462-11,Data 462-12,Data 462-12,Data 462-12,Data 462-12,Data 462-12
463,Data 463-1,Data 463-2,Data 463-3,Data 463-4,Data 463-5,Data 463-6,Data 463-7,Data 463-8,Data 463-9,Data 463-10,Data 463-11,Data 463-12,Data 463-12,Data 463-12,Data 463-12,Data 463-12
464,Data 464-1,Data 464-2,Data 464-3,Data 464-4,Data 464-5,Data 464-6,Data 464-7,Data 464-8,Data 464-9,Data 464-10,Data 464-11,Data 464-12,Data 464-12,Data 464-12,Data 464-12,Data 464-12
465,Data 465-1,Data 465-2,Data 465-3,Data 465-4,Data 465-5,Data 465-6,Data 465-7,Data 465-8,Data 465-9,Data 465-10,Data 465-11,Data 465-12,Data 465-12,Data 465-12,Data 465-12,Data 465-12
466,Data 466-1,Data 466-2,Data 466-3,Data 466-4,Data 466-5,Data 466-6,Data 466-7,Data 466-8,Data 466-9,Data 466-10,Data 466-11,Data 466-12,Data 466-12,Data 466-12,Data 466-12,Data 466-12
467,Data 467-1,Data 467-2,Data 467-3,Data 467-4,Data 467-5,Data 467-6,Data 467-7,Data 467-8,Data 467-9,Data 467-10,Data 467-11,Data 467-12,Data 467-12,Data 467-12,Data 467-12,Data 467-12
468,Data 468-1,Data 468-2,Data 468-3,Data 468-4,Data 468-5,Data 468-6,Data 468-7,Data 468-8,Data 468-9,Data 468-10,Data 468-11,Data 468-12,Data 468-12,Data 468-12,Data 468-12,Data 468-12
469,Data 469-1,Data 469-2,Data 469-3,Data 469-4,Data 469-5,Data 469-6,Data 469-7,Data 469-8,Data 469-9,Data 469-10,Data 469-11,Data 469-12,Data 469-12,Data 469-12,Data 469-12,Data 469-12
470,Data 470-1,Data 470-2,Data 470-3,Data 470-4,Data 470-5,Data 470-6,Data 470-7,Data 470-8,Data 470-9,Data 470-10,Data 470-11,Data 470-12,Data 470-12,Data 470-12,Data 470-12,Data 470-12
471,Data 471-1,Data 471-2,Data 471-3,Data 471-4,Data 471-5,Data 471-6,Data 471-7,Data 471-8,Data 471-9,Data 471-10,Data 471-11,Data 471-12,Data 471-12,Data 471-12,Data 471-12,Data 471-12
472,Data 472-1,Data 472-2,Data 472-3,Data 472-4,Data 472-5,Data 472-6,Data 472-7,Data 472-8,Data 472-9,Data 472-10,Data 472-11,Data 472-12,Data 472-12,Data 472-12,Data 472-12,Data 472-12
473,Data 473-1,Data 473-2,Data 473-3,Data 473-4,Data 473-5,Data 473-6,Data 473-7,Data 473-8,Data 473-9,Data 473-10,Data 473-11,Data 473-12,Data 473-12,Data 473-12,Data 473-12,Data 473-12
474,Data 474-1,Data 474-2,Data 474-3,Data 474-4,Data 474-5,Data 474-6,Data 474-7,Data 474-8,Data 474-9,Data 474-10,Data 474-11,Data 474-12,Data 474-12,Data 474-12,Data 474-12,Data 474-12
475,Data 475-1,Data 475-2,Data 475-3,Data 475-4,Data 475-5,Data 475-6,Data 475-7,Data 475-8,Data 475-9,Data 475-10,Data 475-11,Data 475-12,Data 475-12,Data 475-12,Data 475-12,Data 475-12
476,Data 476-1,Data 476-2,Data 476-3,Data 476-4,Data 476-5,Data 476-6,Data 476-7,Data 476-8,Data 476-9,Data 476-10,Data 476-11,Data 476-12,Data 476-12,Data 476-12,Data 476-12,Data 476-12
477,Data 477-1,Data 477-2,Data 477-3,Data 477-4,Data 477-5,Data 477-6,Data 477-7,Data 477-8,Data 477-9,Data 477-10,Data 477-11,Data 477-12,Data 477-12,Data 477-12,Data 477-12,Data 477-12
478,Data 478-1,Data 478-2,Data 478-3,Data 478-4,Data 478-5,Data 478-6,Data 478-7,Data 478-8,Data 478-9,Data 478-10,Data 478-11,Data 478-12,Data 478-12,Data 478-12,Data 478-12,Data 478-12
479,Data 479-1,Data 479-2,Data 479-3,Data 479-4,Data 479-5,Data 479-6,Data 479-7,Data 479-8,Data 479-9,Data 479-10,Data 479-11,Data 479-12,Data 479-12,Data 479-12,Data 479-12,Data 479-12
480,Data 480-1,Data 480-2,Data 480-3,Data 480-4,Data 480-5,Data 480-6,Data 480-7,Data 480-8,Data 480-9,Data 480-10,Data 480-11,Data 480-12,Data 480-12,Data 480-12,Data 480-12,Data 480-12
481,Data 481-1,Data 481-2,Data 481-3,Data 481-4,Data 481-5,Data 481-6,Data 481-7,Data 481-8,Data 481-9,Data 481-10,Data 481-11,Data 481-12,Data 481-12,Data 481-12,Data 481-12,Data 481-12
482,Data 482-1,Data 482-2,Data 482-3,Data 482-4,Data 482-5,Data 482-6,Data 482-7,Data 482-8,Data 482-9,Data 482-10,Data 482-11,Data 482-12,Data 482-12,Data 482-12,Data 482-12,Data 482-12
483,Data 483-1,Data 483-2,Data 483-3,Data 483-4,Data 483-5,Data 483-6,Data 483-7,Data 483-8,Data 483-9,Data 483-10,Data 483-11,Data 483-12,Data 483-12,Data 483-12,Data 483-12,Data 483-12
484,Data 484-1,Data 484-2,Data 484-3,Data 484-4,Data 484-5,Data 484-6,Data 484-7,Data 484-8,Data 484-9,Data 484-10,Data 484-11,Data 484-12,Data 484-12,Data 484-12,Data 484-12,Data 484-12
485,Data 485-1,Data 485-2,Data 485-3,Data 485-4,Data 485-5,Data 485-6,Data 485-7,Data 485-8,Data 485-9,Data 485-10,Data 485-11,Data 485-12,Data 485-12,Data 485-12,Data 485-12,Data 485-12
486,Data 486-1,Data 486-2,Data 486-3,Data 486-4,Data 486-5,Data 486-6,Data 486-7,Data 486-8,Data 486-9,Data 486-10,Data 486-11,Data 486-12,Data 486-12,Data 486-12,Data 486-12,Data 486-12
487,Data 487-1,Data 487-2,Data 487-3,Data 487-4,Data 487-5,Data 487-6,Data 487-7,Data 487-8,Data 487-9,Data 487-10,Data 487-11,Data 487-12,Data 487-12,Data 487-12,Data 487-12,Data 487-12
488,Data 488-1,Data 488-2,Data 488-3,Data 488-4,Data 488-5,Data 488-6,Data 488-7,Data 488-8,Data 488-9,Data 488-10,Data 488-11,Data 488-12,Data 488-12,Data 488-12,Data 488-12,Data 488-12
489,Data 489-1,Data 489-2,Data 489-3,Data 489-4,Data 489-5,Data 489-6,Data 489-7,Data 489-8,Data 489-9,Data 489-10,Data 489-11,Data 489-12,Data 489-12,Data 489-12,Data 489-12,Data 489-12
490,Data 490-1,Data 490-2,Data 490-3,Data 490-4,Data 490-5,Data 490-6,Data 490-7,Data 490-8,Data 490-9,Data 490-10,Data 490-11,Data 490-12,Data 490-12,Data 490-12,Data 490-12,Data 490-12
491,Data 491-1,Data 491-2,Data 491-3,Data 491-4,Data 491-5,Data 491-6,Data 491-7,Data 491-8,Data 491-9,Data 491-10,Data 491-11,Data 491-12,Data 491-12,Data 491-12,Data 491-12,Data 491-12
492,Data 492-1,Data 492-2,Data 492-3,Data 492-4,Data 492-5,Data 492-6,Data 492-7,Data 492-8,Data 492-9,Data 492-10,Data 492-11,Data 492-12,Data 492-12,Data 492-12,Data 492-12,Data 492-12
493,Data 493-1,Data 493-2,Data 493-3,Data 493-4,Data 493-5,Data 493-6,Data 493-7,Data 493-8,Data 493-9,Data 493-10,Data 493-11,Data 493-12,Data 493-12,Data 493-12,Data 493-12,Data 493-12
494,Data 494-1,Data 494-2,Data 494-3,Data 494-4,Data 494-5,Data 494-6,Data 494-7,Data 494-8,Data 494-9,Data 494-10,Data 494-11,Data 494-12,Data 494-12,Data 494-12,Data 494-12,Data 494-12
495,Data 495-1,Data 495-2,Data 495-3,Data 495-4,Data 495-5,Data 495-6,Data 495-7,Data 495-8,Data 495-9,Data 495-10,Data 495-11,Data 495-12,Data 495-12,Data 495-12,Data 495-12,Data 495-12
